id,category,condition,factor_runtime,factor_architecture,hardening,runtime,repetition,outcome,latency_ms,error,kind
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,15,contained,788.442,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,15,contained,674.538,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,15,contained,621.059,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,15,contained,778.650,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,15,succeeded,786.485,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,15,succeeded,812.315,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,763.298,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,767.141,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,937.126,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,805.991,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,812.708,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,797.896,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,803.794,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,782.926,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,789.242,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,736.929,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,804.134,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,789.355,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,820.668,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,615.010,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,876.589,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,821.290,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,647.839,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,576.204,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,861.666,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,698.131,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,657.077,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,16,contained,766.755,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,764.443,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,16,succeeded,774.113,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,817.367,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,894.501,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,880.784,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,855.617,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,806.255,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,854.481,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,788.456,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,866.412,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,811.528,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,802.089,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,754.193,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,767.905,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,804.954,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,701.278,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,921.302,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,1021.247,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,790.041,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,627.870,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,872.031,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,735.313,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,719.133,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,17,contained,859.309,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,891.984,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,17,succeeded,995.896,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,811.447,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,861.437,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,938.738,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,851.098,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,797.448,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,801.550,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,837.575,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,836.555,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,852.048,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,770.059,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,790.080,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,753.221,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,817.782,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,688.082,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,826.658,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,873.876,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,675.550,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,633.016,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,780.733,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,684.902,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,651.397,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,18,contained,756.396,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,852.770,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,18,succeeded,823.026,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,918.998,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,921.051,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,832.846,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,878.644,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,800.767,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,841.490,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,824.472,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,825.529,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,768.123,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,720.501,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,755.957,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,870.143,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,805.379,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,680.346,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,854.950,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,1415.989,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,655.182,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,612.239,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,832.123,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,671.053,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,628.971,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,19,contained,812.300,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,897.547,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,19,succeeded,821.165,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,749.366,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,851.870,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,910.528,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,855.780,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,819.590,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,811.011,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,820.467,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,841.341,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,746.383,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,782.690,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,782.253,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,787.371,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,843.775,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,647.458,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,993.476,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,836.928,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,733.390,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,840.023,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,1011.268,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,807.795,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,843.863,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,20,contained,961.821,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,1268.609,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,20,succeeded,993.214,,probe
L1,L_legitimate,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,993.791,,legitimate
L2,L_legitimate,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,3.777,,legitimate
L3,L_legitimate,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,0.070,,legitimate
L4,L_legitimate,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,938.093,,legitimate
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,1,contained,777.472,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,1,contained,686.227,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,1,contained,734.998,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,1,contained,721.044,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,1,contained,718.307,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,1,contained,756.614,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,1,contained,738.568,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,1,contained,708.915,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,1,contained,653.702,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,1,contained,595.842,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,1,contained,684.542,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,732.789,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,680.573,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,586.506,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,succeeded,708.043,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,680.625,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,522.049,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,523.054,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,succeeded,707.593,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,541.685,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,contained,533.682,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,1,succeeded,581.419,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,1,contained,733.182,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,1,contained,674.220,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,2,contained,735.487,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,2,contained,704.582,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,2,contained,746.300,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,2,contained,765.978,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,2,contained,714.999,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,2,contained,728.827,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,2,contained,719.919,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,2,contained,713.298,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,2,contained,669.517,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,2,contained,630.460,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,2,contained,714.326,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,704.090,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,667.385,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,612.948,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,succeeded,666.388,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,699.422,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,571.178,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,535.146,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,succeeded,692.578,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,551.786,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,contained,529.946,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,2,succeeded,629.408,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,2,contained,711.371,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,2,contained,708.567,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,3,contained,705.802,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,3,contained,740.350,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,3,contained,728.213,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,3,contained,672.248,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,3,contained,714.867,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,3,contained,710.462,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,3,contained,671.836,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,3,contained,704.123,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,3,contained,718.546,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,3,contained,635.448,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,3,contained,692.746,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,751.162,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,710.200,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,526.468,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,succeeded,892.056,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,718.631,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,707.945,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,619.361,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,succeeded,755.145,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,580.050,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,contained,522.550,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,3,succeeded,828.852,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,3,contained,716.867,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,3,contained,827.000,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,4,contained,719.858,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,4,contained,754.384,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,4,contained,888.103,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,4,contained,892.815,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,4,contained,777.893,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,4,contained,760.289,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,4,contained,729.011,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,4,contained,696.251,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,4,contained,723.480,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,4,contained,651.605,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,4,contained,686.464,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,704.556,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,668.848,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,549.113,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,succeeded,678.547,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,729.460,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,573.896,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,519.647,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,succeeded,681.699,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,599.559,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,contained,523.232,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,4,succeeded,630.973,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,4,contained,779.147,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,4,contained,696.908,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,5,contained,719.469,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,5,contained,751.347,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,5,contained,752.758,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,5,contained,704.447,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,5,contained,667.015,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,5,contained,696.951,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,5,contained,721.126,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,5,contained,749.804,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,5,contained,715.535,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,5,contained,651.785,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,5,contained,700.511,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,663.229,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,744.327,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,540.438,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,succeeded,627.726,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,785.210,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,583.643,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,512.742,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,succeeded,743.813,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,560.596,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,contained,521.345,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,5,succeeded,723.375,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,5,contained,692.448,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,5,contained,754.893,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,6,contained,706.778,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,6,contained,758.927,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,6,contained,778.438,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,6,contained,709.975,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,6,contained,811.539,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,6,contained,707.905,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,6,contained,684.930,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,6,contained,728.904,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,6,contained,757.032,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,6,contained,627.290,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,6,contained,663.148,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,741.128,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,703.698,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,556.895,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,succeeded,701.991,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,744.720,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,540.811,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,556.516,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,succeeded,701.844,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,555.569,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,contained,509.630,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,6,succeeded,620.923,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,6,contained,722.421,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,6,contained,711.285,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,7,contained,733.972,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,7,contained,925.600,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,7,contained,771.217,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,7,contained,753.314,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,7,contained,759.820,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,7,contained,718.856,,probe
